id,plan_id,numero_orden,descripcion_componente,actividad,tiempo_min,tiempo_promedio,tiempo_max,costo_estimado
1939,221,3,Cuchara y Brazo,Soldar refuerzos,15,33,46,370.76
1940,221,4,Sistema de Refrigeración,Limpiar radiador,44,73,94,163.81
1941,221,5,Sistema Hidráulico,Verificar cilindros,44,55,76,298.33
1942,222,1,Filtros,Limpiar pre-filtro,15,25,35,88.09
1943,222,2,Sistema de Frenos,Revisar pastillas,39,51,69,125.18
1944,222,3,Sistema Hidráulico,Revisar mangueras,20,41,69,373.5
1945,222,4,Neumáticos,Verificar presión,41,64,87,480.22
1946,222,5,Cuchara y Brazo,Revisar dientes,35,58,86,389.97
1947,222,6,Sistema de Refrigeración,Verificar termostato,44,67,80,525.29
1948,222,7,Sistema de Escape,Revisar tubo de escape,21,49,62,549.89
1949,222,8,Motor,Ajustar válvulas,40,52,67,591.16
1950,223,1,Sistema de Combustible,Revisar inyectores,43,71,93,508.11
1951,223,2,Carrocería,Inspección visual,45,72,83,290.27
1952,223,3,Sistema de Transmisión,Engrasar crucetas,27,57,86,244.34
1953,223,4,Sistema de Refrigeración,Revisar mangueras,35,54,67,238.75
1954,223,5,Filtros,Cambiar filtro de aire,18,35,51,86.51
1955,223,6,Sistema Hidráulico,Cambiar sellos de cilindro,43,53,73,139.98
1956,223,7,Neumáticos,Verificar presión,31,53,72,582.25
1957,223,8,Motor,Inspeccionar correas,32,55,81,515.53
1958,223,9,Tren de Rodaje,Inspeccionar rodillos,45,63,83,436.92
1959,223,10,Sistema Eléctrico,Verificar motor de arranque,31,43,65,105.48
1960,223,11,Sistema de Lubricación,Engrasar puntos de lubricación,22,35,46,288.81
1961,223,12,Sistema de Dirección,Revisar bomba de dirección,34,53,74,137.21
1962,224,1,Sistema de Escape,Cambiar empaques,16,46,73,350.49
1963,224,2,Sistema de Frenos,Revisar pastillas,30,58,82,331.26
1964,224,3,Cabina,Limpiar filtros de aire acondicionado,30,47,60,428.9
1965,224,4,Filtros,Limpiar pre-filtro,21,33,43,542.62
1966,224,5,Neumáticos,Reparar pinchazo,25,44,64,292.71
1967,224,6,Sistema de Lubricación,Verificar nivel de aceite,41,71,81,391.96
1968,224,7,Carrocería,Pintar partes oxidadas,27,37,49,471.13
1969,224,8,Motor,Verificar funcionamiento de motor,31,53,64,460.01
1970,224,9,Cuchara y Brazo,Engrasar articulaciones,36,60,71,220.08
1971,224,10,Sistema Hidráulico,Revisar mangueras,20,35,48,532.95
1972,224,11,Sistema de Combustible,Revisar inyectores,20,32,49,230.14
1973,224,12,Sistema de Refrigeración,Verificar termostato,37,52,75,138.75
1974,224,13,Sistema de Dirección,Engrasar articulaciones,28,46,68,417.24
1975,224,14,Sistema de Transmisión,Revisar convertidor,19,46,68,527.5
1976,224,15,Sistema Eléctrico,Verificar motor de arranque,16,39,55,360.53
1977,225,1,Neumáticos,Ajustar pernos de rueda,31,48,67,263.89
1978,225,2,Sistema Hidráulico,Medir presiones de bomba,33,61,74,483.71
1979,225,3,Cabina,Limpiar filtros de aire acondicionado,22,39,57,503.88
1980,225,4,Sistema de Frenos,Revisar discos,20,35,54,552.98
1981,226,1,Sistema de Escape,Revisar tubo de escape,40,59,71,95.3
1982,226,2,Sistema Eléctrico,Verificar motor de arranque,25,43,55,274.19
1983,226,3,Sistema de Combustible,Limpiar trampa de agua,28,46,73,406.79
1984,226,4,Sistema de Frenos,Ajustar frenos,42,66,88,322.22
1985,226,5,Tren de Rodaje,Inspeccionar rodillos,36,51,74,303.16
1986,227,1,Sistema Hidráulico,Verificar cilindros,26,56,74,497.17
1987,227,2,Sistema Eléctrico,Revisar luces de trabajo,35,65,91,229.53
1988,227,3,Sistema de Dirección,Revisar terminales,23,47,64,296.52
1989,227,4,Carrocería,Reparar abolladuras,40,52,73,289.77
1990,227,5,Sistema de Escape,Cambiar empaques,40,68,80,363.98
1991,227,6,Sistema de Refrigeración,Cambiar refrigerante,16,32,52,175.71
1992,227,7,Sistema de Frenos,Revisar pastillas,34,56,78,193.94
1993,227,8,Cuchara y Brazo,Revisar dientes,44,63,84,105.35
1994,228,1,Sistema de Combustible,Revisar inyectores,19,45,74,458.18
1995,228,2,Sistema Hidráulico,Cambiar aceite hidráulico,23,42,56,259.59
1996,228,3,Sistema Eléctrico,Verificar alternador,45,69,83,491.74
1997,228,4,Cabina,Verificar controles,44,60,70,389.97
1998,228,5,Sistema de Dirección,Revisar terminales,35,63,91,551.19
1999,228,6,Motor,Inspeccionar correas,29,55,69,295.1
2000,228,7,Neumáticos,Rotar neumáticos,37,64,76,188.31
2001,228,8,Carrocería,Revisar vidrios,20,47,72,313.44
2002,228,9,Sistema de Escape,Cambiar empaques,45,55,77,250.84
2003,228,10,Sistema de Transmisión,Verificar cardanes,37,67,96,371.56
2004,228,11,Filtros,Cambiar filtro de cabina,20,32,50,93.96
2005,228,12,Sistema de Lubricación,Tomar muestra de aceite,24,47,61,441.2
2006,229,1,Sistema de Dirección,Engrasar articulaciones,30,45,68,119.09
2007,229,2,Sistema de Transmisión,Ajustar embrague,35,56,84,443.54
2008,229,3,Cuchara y Brazo,Cambiar bocinas,35,51,65,270.41
2009,229,4,Tren de Rodaje,Ajustar tensión,38,63,82,101.71
2010,229,5,Motor,Inspeccionar correas,44,69,86,552.04
2011,229,6,Sistema de Combustible,Cambiar cañerías,26,41,57,233.99
2012,229,7,Sistema de Frenos,Verificar líquido de frenos,15,36,47,293.84
2013,229,8,Filtros,Cambiar filtro de cabina,33,44,57,188.36
2014,229,9,Carrocería,Pintar partes oxidadas,21,31,56,371.66
2015,229,10,Sistema de Lubricación,Engrasar puntos de lubricación,19,34,64,137.52
2016,229,11,Neumáticos,Rotar neumáticos,22,52,81,588.1
2017,229,12,Sistema Hidráulico,Verificar cilindros,15,39,55,453.06
2018,229,13,Sistema de Escape,Cambiar empaques,33,43,63,171.65
2019,229,14,Sistema Eléctrico,Revisar batería,30,42,68,424.95
2020,229,15,Sistema de Refrigeración,Verificar termostato,38,49,79,592.52
2021,230,1,Sistema Eléctrico,Verificar motor de arranque,21,45,57,579.71
2022,230,2,Carrocería,Revisar vidrios,28,48,73,221.42
2023,230,3,Cabina,Revisar asiento,38,53,68,156.24
2024,230,4,Sistema de Dirección,Revisar bomba de dirección,37,60,85,488.54
2025,231,1,Carrocería,Revisar vidrios,42,53,76,80.77
2026,231,2,Motor,Ajustar válvulas,40,62,89,487.14
2027,231,3,Sistema Hidráulico,Revisar mangueras,34,53,66,556.68
2028,231,4,Cuchara y Brazo,Cambiar bocinas,24,50,64,508.76
2029,231,5,Filtros,Cambiar filtro de cabina,33,53,73,159.69
2030,232,1,Sistema Eléctrico,Revisar batería,33,51,61,389.28
2031,232,2,Sistema de Refrigeración,Cambiar refrigerante,19,34,54,260.45
2032,232,3,Sistema de Transmisión,Cambiar aceite de transmisión,29,51,73,476.31
2033,232,4,Sistema de Dirección,Engrasar articulaciones,30,51,78,540.33
2034,232,5,Carrocería,Revisar vidrios,28,56,85,439.43
2035,232,6,Filtros,Cambiar filtro de cabina,36,59,79,85.35
2036,232,7,Tren de Rodaje,Revisar tensión de cadena,25,39,51,186.38
2037,232,8,Cabina,Revisar cinturón de seguridad,21,44,72,164.85
2038,233,1,Cuchara y Brazo,Verificar pasadores,30,45,67,120.34
2039,233,2,Filtros,Cambiar filtro de aceite,43,56,83,466.17
2040,233,3,Sistema de Lubricación,Cambiar aceite de motor,41,65,81,284.64
2041,233,4,Carrocería,Lavar equipo completo,33,61,74,197.87
2042,233,5,Tren de Rodaje,Revisar tensión de cadena,23,33,51,496.81
2043,233,6,Sistema de Transmisión,Verificar cardanes,28,42,70,388.11
2044,233,7,Sistema Hidráulico,Cambiar aceite hidráulico,18,46,66,521.08
2045,233,8,Sistema de Escape,Revisar turbo,38,48,70,180.68
2046,233,9,Sistema de Combustible,Drenar tanque,26,36,66,504.76
2047,233,10,Cabina,Revisar asiento,39,65,85,595.16
2048,233,11,Sistema de Refrigeración,Limpiar radiador,40,54,77,547.5
2049,233,12,Sistema de Dirección,Alinear dirección,44,72,86,83.49
2050,234,1,Sistema Eléctrico,Verificar alternador,18,42,67,388.76
2051,234,2,Sistema de Combustible,Verificar bomba de combustible,33,61,89,331.75
2052,234,3,Tren de Rodaje,Ajustar tensión,22,35,51,268.02
2053,234,4,Sistema de Frenos,Purgar sistema de frenos,20,48,74,408.04
2054,234,5,Sistema de Refrigeración,Verificar termostato,39,67,97,137.01
2055,234,6,Carrocería,Lavar equipo completo,32,49,74,500.04
2056,234,7,Sistema de Escape,Revisar turbo,25,48,72,388.01
2057,234,8,Neumáticos,Reparar pinchazo,28,56,67,183.21
2058,234,9,Cabina,Revisar cinturón de seguridad,44,67,83,393.93
2059,234,10,Sistema de Dirección,Engrasar articulaciones,37,51,80,541.48
2060,234,11,Sistema de Transmisión,Cambiar aceite de transmisión,15,44,74,493.06
2061,234,12,Filtros,Cambiar filtro de combustible,16,36,47,111.22
2062,234,13,Motor,Ajustar válvulas,32,43,55,379.04
2063,234,14,Sistema Hidráulico,Medir presiones de bomba,19,47,76,486.72
2064,234,15,Cuchara y Brazo,Cambiar bocinas,20,46,56,468.46
2065,235,1,Sistema de Escape,Revisar tubo de escape,21,32,43,561.39
2066,235,2,Tren de Rodaje,Ajustar tensión,20,40,67,83.17
2067,235,3,Sistema de Dirección,Verificar juego,28,47,66,218.82
2068,235,4,Cuchara y Brazo,Verificar pasadores,43,67,80,500.02
2069,236,1,Sistema de Combustible,Limpiar trampa de agua,42,60,70,146.11
2070,236,2,Cabina,Revisar asiento,24,36,57,499.29
2071,236,3,Sistema Eléctrico,Revisar luces de trabajo,40,61,90,592.63
2072,236,4,Motor,Inspeccionar correas,32,51,68,304.73
2073,236,5,Cuchara y Brazo,Soldar refuerzos,40,51,64,105.13
2074,237,1,Sistema de Escape,Revisar turbo,20,48,77,153.25
2075,237,2,Filtros,Limpiar pre-filtro,38,54,66,120.24
2076,237,3,Tren de Rodaje,Revisar tensión de cadena,20,37,55,476.49
2077,237,4,Cabina,Limpiar filtros de aire acondicionado,21,51,73,99.42
2078,237,5,Sistema de Transmisión,Verificar cardanes,26,46,76,591.39
2079,237,6,Carrocería,Lavar equipo completo,21,37,53,322.91
2080,237,7,Sistema de Frenos,Purgar sistema de frenos,35,49,71,595.35
2081,237,8,Sistema de Refrigeración,Revisar bomba de agua,45,74,94,247.78
2082,238,1,Sistema de Transmisión,Ajustar embrague,39,66,92,112.05
2083,238,2,Sistema Eléctrico,Verificar motor de arranque,28,40,53,340.17
2084,238,3,Filtros,Cambiar filtro de aire,16,43,65,405.05
2085,238,4,Tren de Rodaje,Ajustar tensión,30,41,58,449.87
2086,238,5,Sistema de Combustible,Limpiar trampa de agua,37,52,72,290.64
2087,238,6,Sistema de Refrigeración,Limpiar radiador,43,54,65,262.24
2088,238,7,Sistema de Frenos,Purgar sistema de frenos,37,62,78,539.31
2089,238,8,Sistema Hidráulico,Cambiar sellos de cilindro,26,45,63,451.99
2090,238,9,Cuchara y Brazo,Cambiar bocinas,21,33,53,390.46
2091,238,10,Sistema de Escape,Verificar silenciador,35,45,60,310.54
2092,238,11,Motor,Inspeccionar correas,33,61,87,177.29
2093,238,12,Sistema de Dirección,Verificar juego,35,50,72,327.05
2094,239,1,Sistema de Lubricación,Engrasar puntos de lubricación,35,48,61,102.21
2095,239,2,Sistema de Refrigeración,Revisar mangueras,42,71,88,505.54
2096,239,3,Neumáticos,Reparar pinchazo,29,50,62,384.22
2097,239,4,Carrocería,Inspección visual,28,49,62,357.35
2098,239,5,Sistema de Escape,Revisar turbo,31,46,61,171.86
2099,239,6,Cabina,Limpiar filtros de aire acondicionado,24,39,59,446.12
2100,239,7,Sistema Eléctrico,Inspeccionar conexiones,42,57,83,148.2
2101,239,8,Sistema de Transmisión,Revisar convertidor,22,45,69,299.72
2102,239,9,Sistema Hidráulico,Medir presiones de bomba,15,40,58,485.59
2103,239,10,Motor,Ajustar válvulas,24,48,68,447.72
2104,239,11,Sistema de Frenos,Verificar líquido de frenos,40,70,98,462.68
2105,239,12,Sistema de Combustible,Verificar bomba de combustible,32,59,79,207.42
2106,239,13,Tren de Rodaje,Verificar sprockets,44,65,95,199.1
2107,239,14,Filtros,Limpiar pre-filtro,31,43,57,143.83
2108,239,15,Cuchara y Brazo,Revisar dientes,32,56,72,548.82
2109,240,1,Sistema de Combustible,Verificar bomba de combustible,44,74,101,402.5
2110,240,2,Sistema de Transmisión,Engrasar crucetas,23,35,64,153.04
2111,240,3,Sistema Hidráulico,Cambiar sellos de cilindro,30,47,70,350.97
2112,240,4,Sistema de Escape,Revisar tubo de escape,18,34,50,363.04
2113,241,1,Sistema de Refrigeración,Verificar termostato,45,68,98,125.93
2114,241,2,Cuchara y Brazo,Soldar refuerzos,17,30,60,396.27
2115,241,3,Sistema de Escape,Inspeccionar DPF,35,61,71,141.45
2116,241,4,Sistema Hidráulico,Verificar cilindros,15,43,53,544.81
2117,241,5,Sistema de Transmisión,Ajustar embrague,41,67,88,133.9
2118,242,1,Sistema de Combustible,Drenar tanque,43,66,82,335.53
2119,242,2,Motor,Revisar soportes de motor,21,36,58,357.87
2120,242,3,Cuchara y Brazo,Revisar dientes,40,55,71,409.85
2121,242,4,Sistema de Escape,Revisar turbo,34,62,91,353.98
2122,242,5,Cabina,Verificar controles,34,51,63,216.58
2123,242,6,Sistema de Transmisión,Cambiar aceite de transmisión,40,59,86,559.34
2124,242,7,Sistema de Dirección,Verificar juego,24,49,69,341.43
2125,242,8,Tren de Rodaje,Inspeccionar rodillos,21,34,56,97.22
2126,243,1,Cuchara y Brazo,Cambiar bocinas,34,55,78,462.9
2127,243,2,Sistema de Frenos,Purgar sistema de frenos,39,59,72,598.41
2128,243,3,Sistema Hidráulico,Cambiar aceite hidráulico,15,34,50,389.94
2129,243,4,Tren de Rodaje,Inspeccionar rodillos,20,43,55,318.77
2130,243,5,Sistema de Transmisión,Ajustar embrague,19,34,64,429.17
2131,243,6,Sistema de Refrigeración,Revisar mangueras,25,48,60,323.92
2132,243,7,Cabina,Verificar controles,30,57,74,554.13
2133,243,8,Sistema Eléctrico,Revisar batería,44,62,88,357.59
2134,243,9,Neumáticos,Verificar presión,39,66,86,400.5
2135,243,10,Motor,Inspeccionar correas,38,48,61,397.91
2136,243,11,Sistema de Lubricación,Tomar muestra de aceite,20,44,64,200.78
2137,243,12,Sistema de Escape,Cambiar empaques,20,50,79,306.95
2138,244,1,Sistema de Combustible,Limpiar trampa de agua,29,58,77,194.23
2139,244,2,Sistema Eléctrico,Inspeccionar conexiones,25,47,58,572.11
2140,244,3,Cabina,Limpiar filtros de aire acondicionado,36,64,74,80.65
2141,244,4,Sistema de Escape,Revisar turbo,30,52,66,481.52
2142,244,5,Sistema de Frenos,Purgar sistema de frenos,39,69,94,444.87
2143,244,6,Sistema de Dirección,Alinear dirección,16,35,57,161.62
2144,244,7,Neumáticos,Ajustar pernos de rueda,35,48,61,251.16
2145,244,8,Cuchara y Brazo,Revisar dientes,43,53,70,153.51
2146,244,9,Filtros,Cambiar filtro de cabina,38,63,75,329.37
2147,244,10,Sistema Hidráulico,Medir presiones de bomba,40,59,86,568.58
2148,244,11,Sistema de Refrigeración,Revisar bomba de agua,17,39,58,342.27
2149,244,12,Carrocería,Revisar vidrios,37,55,74,189.93
2150,244,13,Motor,Inspeccionar correas,24,54,73,103.1
2151,244,14,Sistema de Lubricación,Cambiar aceite de motor,29,41,63,326.7
2152,244,15,Tren de Rodaje,Verificar sprockets,21,41,58,263.44
2153,245,1,Tren de Rodaje,Medir desgaste de zapatas,27,43,63,593.42
2154,245,2,Sistema de Transmisión,Cambiar aceite de transmisión,31,61,84,414.43
2155,245,3,Filtros,Limpiar pre-filtro,44,65,76,198.12
2156,245,4,Sistema de Dirección,Engrasar articulaciones,18,46,63,286.85
2157,246,1,Sistema de Transmisión,Verificar cardanes,30,40,57,142.81
2158,246,2,Neumáticos,Reparar pinchazo,39,55,69,163.21
2159,246,3,Carrocería,Lavar equipo completo,24,41,60,568.47
2160,246,4,Motor,Revisar soportes de motor,32,46,63,449.79
2161,246,5,Sistema de Dirección,Alinear dirección,31,57,67,568.49
2162,247,1,Sistema de Transmisión,Engrasar crucetas,26,54,71,259.58
2163,247,2,Cabina,Verificar tablero,45,66,91,178.84
2164,247,3,Carrocería,Pintar partes oxidadas,18,35,51,239.68
2165,247,4,Sistema de Combustible,Cambiar cañerías,28,45,75,374.55
2166,247,5,Motor,Verificar funcionamiento de motor,23,53,82,493.97
2167,247,6,Sistema de Frenos,Ajustar frenos,45,69,90,141.74
2168,247,7,Sistema de Dirección,Verificar juego,45,60,71,538.65
2169,247,8,Neumáticos,Inspeccionar desgaste,33,47,75,244.92
2170,248,1,Sistema de Escape,Verificar silenciador,40,51,64,540.35
2171,248,2,Cabina,Verificar tablero,26,45,62,215.65
2172,248,3,Motor,Verificar funcionamiento de motor,26,44,57,104.99
2173,248,4,Sistema Eléctrico,Verificar alternador,31,61,75,111.54
2174,248,5,Cuchara y Brazo,Cambiar bocinas,19,33,54,485.57
2175,248,6,Carrocería,Lavar equipo completo,18,42,52,360.48
2176,248,7,Sistema de Dirección,Revisar bomba de dirección,18,47,68,491.89
2177,248,8,Filtros,Cambiar filtro de aire,32,59,82,543.61
2178,248,9,Sistema de Combustible,Cambiar cañerías,30,40,66,263.25
2179,248,10,Neumáticos,Verificar presión,15,35,57,364.72
2180,248,11,Sistema de Frenos,Purgar sistema de frenos,23,33,54,130.81
2181,248,12,Sistema Hidráulico,Verificar cilindros,41,57,83,271.84
2182,249,1,Sistema de Transmisión,Verificar cardanes,43,73,94,88.8
2183,249,2,Sistema de Refrigeración,Verificar termostato,19,46,59,294.38
2184,249,3,Cuchara y Brazo,Cambiar bocinas,17,37,67,452.88
2185,249,4,Cabina,Verificar controles,27,57,78,139.75
2186,249,5,Sistema de Combustible,Drenar tanque,17,37,66,405.31
2187,249,6,Neumáticos,Inspeccionar desgaste,32,60,84,482.41
2188,249,7,Tren de Rodaje,Medir desgaste de zapatas,29,45,59,251.95
2189,249,8,Sistema de Escape,Revisar tubo de escape,26,55,83,584.81
2190,249,9,Sistema de Lubricación,Tomar muestra de aceite,45,75,86,342.73
2191,249,10,Motor,Revisar soportes de motor,36,48,71,227.74
2192,249,11,Sistema de Frenos,Verificar líquido de frenos,27,38,57,81.84
2193,249,12,Sistema Eléctrico,Verificar motor de arranque,36,50,74,92.51
2194,249,13,Sistema Hidráulico,Verificar cilindros,25,49,69,471.22
2195,249,14,Carrocería,Inspección visual,20,39,53,539.52
2196,249,15,Filtros,Cambiar filtro de combustible,40,53,82,124.18
2197,250,1,Cuchara y Brazo,Revisar dientes,34,49,76,394.01
2198,250,2,Carrocería,Inspección visual,38,55,78,519.08
2199,250,3,Neumáticos,Ajustar pernos de rueda,34,51,75,200.84
2200,250,4,Sistema de Lubricación,Engrasar puntos de lubricación,37,64,89,143.31
